WA1,WA2,ApL1,ApL2,MaxP,MaxV2,MaxV3,MaxM2,MaxM3,MaxT,U1,U2,U3,R1,R2,R3,PGA,fc,Ec,fy,fu
1101.55157455, 844.01913890, 9.00000000, 9.00000000, -9640.74350004, -1495.91923512, -136.03645515, 921.28309866, 4924.21486422, 235.72317311, -0.00154775, -0.00018099, -0.00081840, 0.00006691, -0.00029359, -0.00003118,0.00000000, 40.33180534, 30269.14929945, 440.24923747, 721.51678706
1110.30891300, 308.28184940, 9.00000000, 4.00000000, -9612.86702018, 1674.63719751, -139.57932840, 942.17790918, 5648.76420987, 240.45954873, -0.00095290, 0.04029006, 0.00021435, 0.00215700, -0.00022026, 0.00025843,0.19130000, 32.24504944, 27346.93944442, 440.42939475, 761.04202534
495.05930530, 247.74539895, 4.00000000, 5.00000000, -11011.70563705, 1628.24091171, -238.65260577, 1730.06523568, 5443.91756127, 375.18985346, 0.00087586, 0.05151137, 0.00092411, 0.00271231, 0.00014333, 0.00038067,0.82380000, 31.73209368, 25978.15103384, 468.05627882, 642.58284615
595.73437420, 375.17300905, 9.00000000, 6.00000000, -9249.92926965, 1597.02761207, -116.30459211, 873.24326031, 5382.83157868, 195.78382043, -0.00004780, 0.03598593, 0.00007629, 0.00192778, -0.00001141, 0.00028265,0.40310000, 37.83451455, 29382.34270494, 441.53015856, 816.24256387
348.66563410, 599.57858100, 4.00000000, 9.00000000, -7115.07974961, -1263.28609755, -78.06939430, 748.62625749, 4938.86215716, 83.85085003, -0.00058240, 0.01301458, -0.00015912, 0.00109577, -0.00014401, 0.00015748,0.52740000, 35.04683690, 28735.65936245, 429.19232570, 678.04468165
876.43992380, 1011.13426155, 9.00000000, 9.00000000, -9927.72529685, -1650.22094863, -117.86452700, 837.97093160, 5594.17039995, 207.96211388, -0.00040707, 0.04622152, 0.00023733, 0.00221025, -0.00010686, 0.00034883,0.44720000, 28.25300984, 24135.63967677, 510.12699973, 688.77891345
404.53411915, 610.32666940, 9.00000000, 9.00000000, -9614.08467125, -1633.11125068, -132.63968387, 944.52017189, 5487.34766618, 215.48721352, -0.00107499, 0.04161232, 0.00021461, 0.00207163, -0.00025738, 0.00030567,0.19130000, 31.05665331, 27199.09269178, 459.44891259, 686.82269379
713.97315325, 308.04648980, 9.00000000, 6.00000000, -11784.07860016, 1737.36649855, -187.16528842, 1352.91317687, 5856.30438334, 325.25595504, 0.00226010, 0.09488077, 0.00056784, 0.00276780, 0.00036548, 0.00052788,0.78320000, 30.05318461, 25214.26212702, 451.61304531, 714.86462392
752.44464120, 98.88045195, 9.00000000, 2.00000000, -9391.88926403, 1602.13909129, -143.83282969, 1022.16218518, 5350.26693724, 238.65483400, -0.00137701, 0.04104414, 0.00025827, 0.00213348, -0.00030896, 0.00026288,0.19130000, 34.76854673, 26810.55501232, 465.37760100, 721.66874247
581.76970460, 291.84590400, 9.00000000, 5.00000000, -9881.85465252, 1608.40425093, -141.17534278, 983.28038321, 5409.15323332, 237.35314711, -0.00094608, 0.04450518, 0.00024971, 0.00227756, -0.00019698, 0.00029263,0.44720000, 27.73625067, 25001.95278669, 583.69211240, 762.12802043
382.68490295, 1195.65618795, 6.00000000, 9.00000000, -9700.40728598, -1711.60065262, -114.07918051, 811.11421926, 5803.62546031, 204.27752919, -0.00053747, 0.04237474, 0.00019990, 0.00205503, -0.00016213, 0.00032769,0.19130000, 31.74802478, 26665.86895945, 454.15316743, 722.43513178
265.33852905, 337.00552725, 7.00000000, 9.00000000, -7264.15068561, -1207.14448028, -85.97596224, 820.21279982, 4753.23470349, 97.56936594, -0.00086723, 0.01284928, -0.00020654, 0.00120895, -0.00019236, 0.00012685,0.52740000, 30.18852952, 25672.83387399, 489.79967234, 748.13024947
440.77949755, 988.84374610, 9.00000000, 9.00000000, -7551.90027130, -1518.20579151, -93.60267236, 784.91784924, 5106.80130777, 111.75246763, -0.00007722, 0.02165607, -0.00011335, 0.00121473, -0.00001714, 0.00020989,0.65880000, 29.92479281, 26157.66848798, 442.63221115, 673.75890592
509.95560665, 494.79452575, 9.00000000, 9.00000000, -7455.87394424, -1455.73706082, -109.30161731, 901.79524097, 4853.93678716, 90.07764831, -0.00055466, 0.02093575, -0.00009040, 0.00122807, -0.00010285, 0.00016918,0.65880000, 35.96742391, 27207.64992613, 411.67134244, 707.35205072
337.99599890, 842.44026825, 4.00000000, 9.00000000, -11742.47202338, -1745.16533307, -175.74023640, 1311.04230977, 5882.22534150, 303.49486955, 0.00231188, 0.09597694, 0.00057054, 0.00257476, 0.00035740, 0.00056678,0.78320000, 30.53093096, 26095.13624824, 401.96495690, 604.31858340
228.75972455, 465.24708930, 4.00000000, 7.00000000, -7320.41843530, -1447.25429355, -109.43894081, 898.97447730, 4820.59267955, 103.67756438, -0.00053392, 0.02103339, -0.00007104, 0.00127617, -0.00009719, 0.00019472,0.65880000, 32.34302425, 25787.72237278, 495.14433562, 721.73767047
244.05809855, 977.24247915, 3.00000000, 9.00000000, -12765.33770281, -1922.99017664, -215.22956231, 1602.52125892, 6507.74663468, 502.49766268, 0.00475973, 0.15195180, 0.00082934, 0.00341806, 0.00079721, 0.00094376,0.27290000, 27.73046838, 24640.27437440, 488.83792722, 726.26792795
552.71260065, 513.83904005, 9.00000000, 9.00000000, -9847.26608242, 1634.58106689, -139.19459078, 944.73617493, 5500.72702498, 224.31645765, -0.00098398, 0.04046171, 0.00016558, 0.00207005, -0.00022950, 0.00028672,0.19130000, 35.05660011, 28757.32865722, 454.42134273, 662.95082710
575.95436115, 885.41300855, 9.00000000, 9.00000000, -9172.89360013, -1606.52995755, -96.22612466, 784.46758209, 5427.68286782, 173.82554526, 0.00022876, 0.03775478, 0.00009145, 0.00201231, 0.00002794, 0.00032647,0.40310000, 31.50952411, 25768.81845907, 489.95687500, 735.84706495
462.10896130, 424.96137110, 9.00000000, 9.00000000, -8586.26852095, 1484.41124758, -181.26945724, 1542.83335958, 4963.61040321, 149.20000401, 0.00053599, 0.02531351, 0.00013376, 0.00166303, 0.00008189, 0.00022979,0.97500000, 31.99346572, 26840.85026673, 492.75095032, 718.80626793
503.99316345, 494.52974620, 9.00000000, 9.00000000, -12980.00829819, 1808.68957877, -237.98299586, 1730.50577199, 6032.16925045, 469.70342672, 0.00430225, 0.15024498, 0.00082292, 0.00326633, 0.00071261, 0.00088216,0.27290000, 33.47373432, 27236.12276850, 470.54429291, 658.45753559
358.34479765, 352.31370790, 5.00000000, 9.00000000, -10780.84205026, -1619.44658225, -161.02868740, 1292.40961259, 5442.57107387, 269.66168702, -0.00017090, 0.04803159, 0.00047301, 0.00239653, -0.00007982, 0.00029229,1.02670000, 30.25435333, 25175.05843183, 466.48693347, 617.24037775
891.72849115, 536.90428085, 9.00000000, 9.00000000, -11032.58337007, -1640.62901514, -227.47163685, 1664.64583011, 5507.91724765, 372.13849163, 0.00110667, 0.05240056, 0.00092040, 0.00282825, 0.00018834, 0.00038468,0.82380000, 28.30878350, 24164.84275202, 450.47714977, 770.34829789
370.85808305, 907.72313730, 6.00000000, 9.00000000, -11032.58337007, -1640.62901514, -227.47163685, 1664.64583011, 5507.91724765, 372.13849163, -0.00205194, -0.00009319, -0.00087438, 0.00007559, -0.00039124, -0.00002169,0.00000000, 26.81913188, 24546.23592421, 466.07986335, 748.83965252
373.70201155, 271.16367915, 9.00000000, 6.00000000, -11032.58337007, -1640.62901514, -227.47163685, 1664.64583011, 5507.91724765, 372.13849163, -0.00231343, -0.00040822, -0.00077542, 0.00008562, -0.00043769, -0.00001289,0.00000000, 37.51177584, 28944.35515280, 513.91224532, 681.28870215
590.11516375, 578.46486355, 9.00000000, 9.00000000, -11072.16982277, -1582.87595211, -154.56688250, 1208.26235536, 5286.14633315, 260.68849245, 0.00024639, 0.04755770, 0.00041853, 0.00241656, 0.00000383, 0.00030977,1.02670000, 31.19850022, 25419.59249535, 498.65471268, 807.81585721
424.96137110, 697.62546770, 9.00000000, 9.00000000, -7598.34455276, 1291.74116477, -89.37910487, 824.20225780, 4942.67339759, 92.73084644, 0.00014170, 0.01504238, -0.00028996, 0.00134394, 0.00003101, 0.00016630,0.24520000, 27.81216954, 23965.14031618, 469.39112893, 671.52205759
174.46030350, 155.03332985, 6.00000000, 2.00000000, -10925.77420135, -1629.28044797, -242.46510183, 1787.85853885, 5449.30992197, 387.81131090, 0.00058013, 0.05203404, 0.00094321, 0.00277865, 0.00008667, 0.00035626,0.82380000, 30.50266231, 25036.29510013, 403.56669764, 750.87193521
477.97612100, 816.46245240, 9.00000000, 9.00000000, -11085.24691816, -1635.73890091, -148.13961042, 1184.71164911, 5511.25904054, 240.10420279, 0.00029807, 0.04852515, 0.00041081, 0.00244567, 0.00001134, 0.00034523,1.02670000, 26.55732483, 24272.59059039, 438.80841562, 730.35818390
220.63001170, 1014.75291540, 3.00000000, 9.00000000, -11597.89419674, -1659.97258052, -232.32873813, 1654.63383820, 5553.48938623, 351.73928432, 0.00124188, 0.05158661, 0.00081381, 0.00255673, 0.00020736, 0.00042652,0.82380000, 33.21051541, 28028.28190937, 501.66228122, 716.71113953
807.23439475, 517.93821975, 9.00000000, 9.00000000, -11304.75024165, 1654.37431040, -233.73602441, 1664.64956349, 5548.52877525, 388.06753156, 0.00120294, 0.05115305, 0.00086832, 0.00268247, 0.00020704, 0.00035707,0.82380000, 30.83704741, 26613.74206069, 395.49379030, 718.18858353
696.70364260, 535.12927720, 9.00000000, 9.00000000, -11304.75024165, -1597.58367246, -233.73602441, 1664.64956349, 5315.18481800, 388.06753156, -0.00222470, -0.00061015, -0.00085557, 0.00011027, -0.00041967, -0.00004592,0.00000000, 30.77006249, 25686.32535282, 449.56726554, 733.32224729
276.37101030, 318.12772600, 4.00000000, 5.00000000, -11051.22333999, 1630.10808553, -244.10558526, 1735.80947033, 5446.83817475, 374.40482559, 0.00092415, 0.05123221, 0.00091731, 0.00250677, 0.00014873, 0.00038477,0.82380000, 36.67264630, 28961.36539622, 365.91169470, 772.20367057
464.74695015, 353.19630640, 9.00000000, 9.00000000, -7217.46229428, -1282.21911676, -94.65368510, 905.10491067, 4749.69272186, 104.60878288, -0.00027429, 0.01537420, -0.00019225, 0.00122384, -0.00005496, 0.00014754,0.24520000, 29.32419414, 26307.73939492, 464.83680064, 711.97927223
331.33728355, 520.22316920, 9.00000000, 5.00000000, -9074.69531735, 1525.93938647, -102.62555066, 848.04116623, 5125.26252266, 126.86664630, 0.00015106, 0.01431929, -0.00013432, 0.00187919, 0.00001528, 0.00014889,0.69520000, 32.23769219, 26534.36256347, 507.55881687, 647.80219702
757.58332580, 253.19789635, 9.00000000, 4.00000000, -8470.21422925, 1474.03699219, -184.19104969, 1581.26789264, 4931.31549295, 166.13075487, 0.00034506, 0.02576469, 0.00014788, 0.00167251, 0.00004444, 0.00019643,0.97500000, 29.92900653, 25890.98912098, 495.26597466, 698.19477119
296.37657630, 618.41715565, 6.00000000, 9.00000000, -9712.35536010, -1620.15425309, -133.80247827, 959.12175450, 5457.42689632, 226.24499897, -0.00091861, 0.04532049, 0.00028534, 0.00212273, -0.00020368, 0.00031227,0.44720000, 30.97370043, 26100.75092469, 427.22844391, 721.81567482
891.72849115, 1115.42798430, 9.00000000, 9.00000000, -11607.93399862, -1627.66295786, -158.38092955, 1252.90452312, 5467.87138486, 288.29881424, 0.00002261, 0.04760482, 0.00031986, 0.00230290, -0.00004633, 0.00026097,1.02670000, 33.26060905, 26675.86709646, 492.80306060, 750.02846004
503.28708465, 474.87721960, 9.00000000, 9.00000000, -13159.23298009, -1810.04032498, -239.75778553, 1724.82100183, 6037.53536755, 470.91053701, 0.00435142, 0.14990945, 0.00080924, 0.00311953, 0.00071678, 0.00088443,0.27290000, 39.79275222, 29068.42038055, 528.43324000, 778.50236860
66.30276065, 224.88609780, 1.00000000, 7.00000000, -9756.72226684, 1560.23945330, -146.22013928, 1032.12121778, 5211.89636602, 223.36568135, -0.00118150, 0.04440126, 0.00027944, 0.00211502, -0.00024743, 0.00031653,0.44720000, 34.80351028, 27136.81212863, 387.21076774, 712.11923941
393.01130540, 463.09943295, 9.00000000, 9.00000000, -11704.54575426, -1663.40243264, -192.10406088, 1363.65444761, 5545.06546583, 305.32253638, 0.00208664, 0.09355594, 0.00055745, 0.00234293, 0.00031368, 0.00055572,0.78320000, 41.10745163, 30332.32720423, 420.02533416, 698.65629489
563.06842305, 552.70279400, 9.00000000, 9.00000000, -9233.81403650, 1481.21645602, -99.33150021, 831.46534998, 4943.83908364, 132.81874952, 0.00018929, 0.01462540, -0.00014790, 0.00178271, 0.00001691, 0.00013830,0.69520000, 34.34905227, 27972.09144925, 469.01507695, 645.08143975
546.20098505, 440.77949755, 9.00000000, 9.00000000, -9149.97899214, -1563.30826210, -113.03586555, 913.40459130, 5250.45381161, 190.70880993, -0.00032045, 0.03722951, 0.00009517, 0.00196860, -0.00007373, 0.00028996,0.40310000, 32.43969438, 27005.15077306, 534.97853889, 768.84761664
561.41109920, 855.42427285, 9.00000000, 9.00000000, -10061.19232421, -1589.89474131, -121.90302734, 855.80232495, 5331.38971947, 222.04861594, -0.00044907, 0.04575113, 0.00020696, 0.00232939, -0.00010898, 0.00032319,0.44720000, 26.01768626, 23432.60057543, 463.61469111, 656.33533044
276.33178370, 292.65004930, 4.00000000, 9.00000000, -12934.12411022, -1841.80793649, -241.40733562, 1777.98281590, 6168.45111350, 461.99362920, 0.00406078, 0.15052529, 0.00083399, 0.00322782, 0.00066211, 0.00086768,0.27290000, 34.55657824, 27436.33301759, 464.44139288, 708.62078930
792.37732000, 980.97881280, 9.00000000, 9.00000000, -7248.68983844, -1360.66605818, -72.88134611, 734.06379253, 5000.75875076, 103.08871039, 0.00044340, 0.01586052, -0.00017403, 0.00111039, 0.00007571, 0.00019361,0.24520000, 34.70248374, 28843.72071324, 416.16765635, 690.36550183
347.42018955, 1108.58294260, 9.00000000, 9.00000000, -7458.87563732, -1579.86142130, -91.00501792, 783.45803604, 5356.34743589, 121.51388308, -0.00011373, 0.02188532, -0.00008437, 0.00109514, -0.00003050, 0.00022822,0.65880000, 36.84057360, 28997.15151959, 472.54112749, 730.62836515
1081.40871545, 412.97764480, 9.00000000, 9.00000000, -11117.02759035, 1656.20833486, -232.80740250, 1682.84240388, 5549.19243445, 391.77018340, 0.00107803, 0.05175686, 0.00090679, 0.00279814, 0.00018521, 0.00034877,0.82380000, 27.89408449, 24982.52916447, 381.53980906, 673.09838969
217.65859675, 515.06487130, 5.00000000, 9.00000000, -9710.38895919, 1583.03375557, -139.59613328, 978.32680537, 5290.49112648, 215.50309202, -0.00118041, 0.04101524, 0.00019375, 0.00207359, -0.00027221, 0.00030410,0.19130000, 32.90818747, 28007.31876067, 412.30885157, 753.35889851
577.63129830, 554.71315725, 9.00000000, 9.00000000, -11700.76643872, -1698.35986262, -184.27386729, 1354.74344934, 5698.57725130, 306.68762002, 0.00213670, 0.09518281, 0.00057357, 0.00252374, 0.00032633, 0.00055903,0.78320000, 33.86985718, 27050.02499641, 425.58097741, 621.68548223
1084.74297645, 770.16525775, 9.00000000, 9.00000000, -11536.97388150, 1645.42033029, -160.95901472, 1213.67821661, 5543.01016328, 260.24310191, 0.00030284, 0.04647419, 0.00033401, 0.00235481, 0.00001868, 0.00031454,1.02670000, 35.47631002, 27077.77309617, 453.30132366, 684.16148505
560.45004750, 536.90428085, 9.00000000, 9.00000000, -7284.19930455, -1289.67617672, -86.49141004, 832.30086811, 4758.09974594, 101.56086232, 0.00004770, 0.01546414, -0.00020858, 0.00123231, 0.00000587, 0.00015274,0.24520000, 30.94776890, 25948.74209750, 467.92951375, 653.94299837
366.89619645, 538.62044460, 9.00000000, 9.00000000, -9201.26412292, -1551.70155330, -107.78121382, 867.60354622, 5196.40673778, 184.16870817, -0.00010498, 0.03717721, 0.00008600, 0.00205812, -0.00003086, 0.00030092,0.40310000, 29.74394681, 25844.51960398, 503.64067244, 733.78014312
880.36258380, 103.13653805, 9.00000000, 2.00000000, -9082.00363077, 1540.96626367, -111.35906886, 919.62693410, 5174.24888961, 151.78428738, -0.00016442, 0.01416274, -0.00012261, 0.00182236, -0.00004507, 0.00010255,0.69520000, 35.71010585, 27640.06170618, 486.12735670, 762.23830641
1037.86718945, 409.07459810, 9.00000000, 9.00000000, -9637.01599558, 1638.77398678, -132.25389336, 903.39204129, 5508.32064572, 242.42361937, -0.00081893, 0.04070749, 0.00021372, 0.00222070, -0.00019885, 0.00025690,0.19130000, 28.81637648, 26025.69554925, 457.06335397, 659.73936605
1090.75445290, 146.52115765, 9.00000000, 2.00000000, -9237.76600570, 1600.45624780, -109.97233596, 881.62065991, 5422.95435022, 174.20346446, 0.00005074, 0.01357460, -0.00015476, 0.00188408, 0.00000170, 0.00006035,0.69520000, 36.32426819, 27418.75151651, 437.27837993, 665.82881439
148.17848150, 946.82225085, 2.00000000, 9.00000000, -7251.61511847, -1379.50445793, -77.35116156, 785.00184907, 5153.24190923, 112.92502156, 0.00019606, 0.01651105, -0.00021649, 0.00119612, 0.00002622, 0.00021209,0.24520000, 29.26073570, 24619.35945530, 464.52025571, 727.08355027
355.23608960, 512.65243540, 6.00000000, 9.00000000, -9717.59767756, -1598.79803368, -135.72813320, 977.85580585, 5345.10691049, 240.03485056, -0.00121758, 0.04141774, 0.00020122, 0.00224728, -0.00028222, 0.00026296,0.19130000, 26.76221889, 25000.30490841, 449.42804063, 706.24168689
481.29076870, 770.16525775, 9.00000000, 9.00000000, -10420.51988200, 1587.78497630, -140.33893241, 967.38197263, 5332.54176445, 228.19098669, -0.00087078, 0.04419824, 0.00015201, 0.00217123, -0.00018496, 0.00030798,0.44720000, 30.66458001, 26700.27429797, 460.53625678, 728.04277597
423.17656080, 443.21154675, 9.00000000, 5.00000000, -7241.46893480, 1278.89632558, -88.35624289, 838.95939929, 4791.72850754, 92.05969036, 0.00003644, 0.01522436, -0.00018864, 0.00121108, 0.00000603, 0.00017290,0.24520000, 33.85643276, 27122.69888799, 460.70206536, 682.04527931
550.70223740, 315.00921130, 5.00000000, 9.00000000, -7222.60268253, -1497.98748606, -110.81363026, 947.30998132, 5034.82402785, 105.96014467, -0.00081079, 0.02162714, -0.00005464, 0.00124399, -0.00015725, 0.00013809,0.65880000, 27.96807753, 25335.14615900, 416.15542148, 713.49638629
945.86119915, 486.40984000, 9.00000000, 5.00000000, -11072.55317261, 1675.43301938, -163.90228571, 1240.56446182, 5666.14373463, 280.73647739, 0.00018777, 0.04642226, 0.00042093, 0.00242801, 0.00000047, 0.00027415,1.02670000, 32.34983016, 26233.80843144, 500.12931011, 756.94088765
791.83795425, 691.39824495, 9.00000000, 8.00000000, -7396.48539600, 1306.61175773, -75.41315028, 666.31496045, 5093.95407751, 90.83836385, -0.00006972, 0.01187181, -0.00024166, 0.00134044, -0.00002625, 0.00013917,0.52740000, 25.78506928, 24298.81490522, 519.94412843, 670.95988442
383.11639555, 359.04106980, 6.00000000, 9.00000000, -7399.63485174, -1481.56440730, -114.26229440, 967.70304900, 4959.39204721, 106.93676028, -0.00088345, 0.02133260, -0.00008483, 0.00124166, -0.00016911, 0.00013626,0.65880000, 31.29068303, 26054.24926119, 444.23877686, 677.88790117
506.16043310, 499.01138525, 9.00000000, 9.00000000, -7247.20082437, -1298.43670445, -87.82288303, 848.02708931, 4789.00543059, 98.56297716, -0.00002850, 0.01551683, -0.00019880, 0.00121903, -0.00000936, 0.00015876,0.24520000, 32.21567244, 26219.32825116, 491.00137286, 760.83411907
585.65313800, 1161.58788585, 9.00000000, 9.00000000, -7294.02341891, -1312.29375945, -58.08431813, 597.94413130, 5178.92422317, 110.21646901, 0.00006150, 0.01380686, -0.00020728, 0.00110274, -0.00002413, 0.00020700,0.52740000, 31.13951391, 26408.55622552, 441.98830857, 717.70262999
530.10827240, 82.42489325, 9.00000000, 1.00000000, -9405.84590413, 1611.13590076, -145.95943374, 1029.13225520, 5391.06270382, 231.87215950, -0.00139301, 0.04085885, 0.00025284, 0.00209220, -0.00031062, 0.00027391,0.19130000, 33.44708975, 27697.54087210, 424.98144198, 743.17366779
1108.58294260, 547.09339020, 9.00000000, 9.00000000, -8663.25494457, -1477.08997506, -174.42998232, 1489.68729796, 4945.87903174, 145.07913027, 0.00075708, 0.02596526, 0.00010779, 0.00168108, 0.00012387, 0.00023536,0.97500000, 30.81379270, 25562.42221880, 399.79401868, 712.41450430
878.07763435, 1464.44665780, 9.00000000, 9.00000000, -7528.23421276, -1536.46970773, -76.29043771, 628.48649601, 5182.29463448, 116.98994968, 0.00061765, 0.02167865, -0.00010342, 0.00116553, 0.00011391, 0.00021972,0.65880000, 31.53649828, 27385.94204269, 411.58746322, 731.05329572
380.47840670, 539.31671675, 9.00000000, 9.00000000, -7464.41165701, -1482.55888720, -109.97052459, 924.36682344, 4966.34802818, 97.63966532, -0.00068259, 0.02139088, -0.00009828, 0.00124355, -0.00012989, 0.00018338,0.65880000, 27.96784619, 25825.22340475, 465.09764645, 716.56513783
519.91916305, 577.63129830, 9.00000000, 9.00000000, -7612.96101845, 1296.25376075, -94.84075156, 885.86095379, 4922.95883182, 108.79338006, -0.00015308, 0.01500369, -0.00027909, 0.00129955, -0.00002749, 0.00013804,0.24520000, 26.44864763, 25192.84362526, 502.04599867, 666.94303743
470.17002760, 753.60182590, 9.00000000, 9.00000000, -9141.76309854, 1459.54940899, -94.87470303, 798.44885793, 5018.73324118, 124.79451771, 0.00032120, 0.01483970, -0.00012802, 0.00175235, 0.00003993, 0.00015347,0.69520000, 35.10044073, 28188.54090616, 471.63764622, 750.45880517
393.24666500, 493.45101470, 5.00000000, 7.00000000, -12979.03839798, 1812.73592019, -236.09326789, 1704.17490347, 6053.16361704, 474.68577366, 0.00443253, 0.15009657, 0.00082740, 0.00324495, 0.00073729, 0.00089152,0.27290000, 33.22619516, 27608.02070645, 406.78564479, 706.92630040
559.31247610, 655.10383330, 9.00000000, 9.00000000, -7333.48899277, -1293.11590470, -86.45938238, 835.90126349, 4803.42515951, 98.76384357, 0.00002404, 0.01570225, -0.00023284, 0.00125935, 0.00000044, 0.00015588,0.24520000, 26.16884037, 24552.21244702, 485.71151120, 709.42676589
1072.23949770, 572.96333290, 9.00000000, 9.00000000, -9222.16988335, 1564.03130724, -110.82686354, 848.08787396, 5239.07250755, 207.68706491, 0.00003286, 0.03645336, 0.00008150, 0.00194177, 0.00000051, 0.00025932,0.40310000, 33.52001740, 28358.73416835, 430.43400008, 723.17320321
1081.63426840, 988.84374610, 9.00000000, 9.00000000, -13830.44512217, 1922.67687592, -229.24572863, 1615.70920184, 6526.12325407, 457.94497317, 0.00489030, 0.14938237, 0.00063822, 0.00354680, 0.00084198, 0.00086008,0.27290000, 28.12726858, 25450.79849609, 468.01910730, 747.86988605
429.88430940, 957.47227275, 9.00000000, 8.00000000, -13126.15942721, 1869.90442187, -225.87128025, 1596.79774659, 6293.78378250, 493.23782769, 0.00495013, 0.14988478, 0.00077874, 0.00344201, 0.00084815, 0.00092636,0.27290000, 30.03847022, 25915.60206778, 466.66719813, 663.20008851
580.87729945, 544.99476710, 6.00000000, 9.00000000, -13126.15942721, -1744.27073787, -225.87128025, 1596.79774659, 5765.61162855, 325.50894231, -0.00235821, 0.00049898, -0.00078401, 0.00002034, -0.00045614, -0.00004062,0.00000000, 34.85443200, 28803.21363090, 432.93434750, 693.54135817
1099.36469160, 503.28708465, 9.00000000, 9.00000000, -7761.44479794, -1383.61744119, -111.98263632, 889.19179532, 5082.08495115, 116.42687355, -0.00043571, 0.02009169, -0.00014351, 0.00124525, -0.00007301, 0.00011792,0.65880000, 36.10446635, 28510.76316115, 431.86828541, 703.76933343
1084.26245060, 519.91916305, 9.00000000, 9.00000000, -7761.44479794, -1383.61744119, -111.98263632, 889.19179532, 4560.19638022, 116.42687355, -0.00212419, -0.00078139, -0.00085832, 0.00011259, -0.00039760, -0.00003919,0.00000000, 33.39360340, 28189.35984626, 487.05846536, 817.11322601
931.21987070, 848.18696515, 9.00000000, 9.00000000, -11037.09141382, -1586.17805221, -148.15825922, 1121.65042093, 5302.99626450, 261.70341082, 0.00066806, 0.04699937, 0.00043004, 0.00226835, 0.00008045, 0.00031305,1.02670000, 32.15915407, 27638.57100810, 457.22036569, 742.29560790
304.03556995, 581.77951125, 4.00000000, 9.00000000, -7163.71117474, -1242.89780170, -78.16200850, 763.00150935, 4904.04242009, 83.15482323, -0.00063399, 0.01322794, -0.00018859, 0.00118401, -0.00015071, 0.00015618,0.52740000, 31.22717614, 25501.03995293, 427.64301484, 718.19810716
512.65243540, 970.85835000, 9.00000000, 9.00000000, -7538.75851910, -1349.48394472, -76.26646225, 759.80262111, 4941.01252213, 98.64196054, 0.00033737, 0.01566806, -0.00022826, 0.00113282, 0.00005666, 0.00018526,0.24520000, 36.52205822, 28960.73116358, 461.12172094, 596.44674858
577.29787220, 869.59488210, 9.00000000, 9.00000000, -9098.40657730, 1479.06249307, -176.36909822, 1503.29136807, 4951.83324849, 146.23171480, 0.00070322, 0.02580808, 0.00002382, 0.00172077, 0.00011470, 0.00023299,0.97500000, 29.63722898, 25440.07058664, 511.45505206, 702.81245064
55.28008605, 347.42018955, 1.00000000, 9.00000000, -9431.02060845, -1616.72537189, -138.30945814, 985.20242274, 5417.33113099, 206.14742759, -0.00124116, 0.04140357, 0.00024809, 0.00205980, -0.00028729, 0.00032226,0.19130000, 32.22782268, 27679.64453284, 372.25270518, 685.74326680
512.65243540, 1021.84312335, 9.00000000, 9.00000000, -7465.89094099, -1249.16977837, -66.77909692, 634.19516856, 4873.81558812, 92.68813792, -0.00005452, 0.01282737, -0.00022455, 0.00110669, -0.00004165, 0.00017408,0.52740000, 35.22979241, 28983.92084753, 512.69496115, 748.18589358
469.82679485, 543.99448880, 9.00000000, 9.00000000, -7213.84399766, -1248.42178497, -77.27100327, 734.53888768, 4884.33026653, 87.74614020, -0.00050709, 0.01291202, -0.00017831, 0.00110084, -0.00012811, 0.00016480,0.52740000, 34.74370619, 28668.25079218, 421.90082057, 629.31483312
575.69938825, 623.85984640, 6.00000000, 9.00000000, -7106.80915413, -1267.03826316, -72.22438896, 724.61007997, 5008.40158435, 101.57137804, -0.00048812, 0.01349999, -0.00017869, 0.00116455, -0.00012611, 0.00011926,0.52740000, 29.69151408, 25367.04209121, 428.75563489, 720.94182435
405.41671765, 367.05310285, 7.00000000, 9.00000000, -9134.57011355, -1570.36110296, -112.31711726, 932.42331300, 5275.85693704, 209.04206318, -0.00042452, 0.03744628, 0.00009913, 0.00209104, -0.00009497, 0.00025298,0.40310000, 30.36633301, 25069.84022892, 426.37096044, 722.70226875
445.94760210, 462.57968050, 9.00000000, 9.00000000, -11210.87854800, 1630.49800846, -233.58208744, 1691.11881491, 5456.81972234, 378.78523387, 0.00103794, 0.05153439, 0.00088666, 0.00275780, 0.00017492, 0.00037352,0.82380000, 27.89562001, 25476.18358046, 456.12581175, 764.09997290
684.68068970, 1032.59121175, 9.00000000, 9.00000000, -12387.83297808, 1705.87567709, -184.10605869, 1282.51214012, 5733.13214998, 305.65966310, 0.00251728, 0.09357167, 0.00043436, 0.00248773, 0.00040487, 0.00057407,0.78320000, 36.02321100, 28790.86373302, 482.13429054, 827.38420029
561.61703885, 524.10660260, 9.00000000, 9.00000000, -9720.42851309, -1624.52601782, -132.11288161, 951.58151190, 5482.80822309, 237.34499027, -0.00089619, 0.04550884, 0.00028305, 0.00213383, -0.00020017, 0.00029183,0.44720000, 32.16254540, 25709.17398816, 418.37051247, 649.53193905
