ApL1,ApL2,Ec,MaxM2,MaxM3,MaxP,MaxT,MaxV2,MaxV3,PGA,U1,U2,U3,WA1,WA2,fc,fu,fy
9.000000e+000,6.000000e+000,2.508086e+004,1.273710e+003,5.856384e+003,-9.850843e+003,3.074763e+002,1.300799e+003,-1.678239e+002,4.472000e-001,2.165230e-003,1.498132e-001,8.111300e-004,9.772425e+002,8.027822e+002,2.736305e+001,6.641135e+002,3.991779e+002
9.000000e+000,9.000000e+000,2.444580e+004,8.893400e+002,5.481331e+003,-9.863244e+003,2.988995e+002,1.449023e+003,-1.308002e+002,5.274000e-001,1.953280e-003,4.742222e-002,4.212100e-004,7.164052e+002,7.429910e+002,2.642620e+001,6.636000e+002,4.137539e+002
9.000000e+000,9.000000e+000,2.479132e+004,1.462780e+003,5.845412e+003,-1.288333e+004,3.996014e+002,-1.410996e+003,-1.890030e+002,6.952000e-001,2.250850e-003,4.698526e-002,4.222800e-004,8.917285e+002,1.081409e+003,2.813779e+001,6.758991e+002,4.342875e+002
9.000000e+000,9.000000e+000,2.556024e+004,7.664639e+002,5.021020e+003,-7.925673e+003,1.037737e+002,-1.504570e+003,-8.350548e+001,6.588000e-001,-2.602700e-004,3.611891e-002,-1.488300e-004,7.536018e+002,9.321907e+002,2.999843e+001,7.061602e+002,4.146087e+002
9.000000e+000,9.000000e+000,2.373302e+004,9.017196e+002,5.044373e+003,-9.444521e+003,1.872045e+002,-1.525737e+003,-1.129997e+002,6.952000e-001,1.520400e-004,4.745619e-002,2.010000e-005,9.003779e+002,1.093334e+003,2.690988e+001,7.034662e+002,4.017927e+002
9.000000e+000,9.000000e+000,2.581544e+004,8.980849e+002,6.074643e+003,-1.236565e+004,3.128106e+002,-1.522975e+003,-1.303109e+002,5.274000e-001,2.705190e-003,9.726543e-002,8.441900e-004,9.153920e+002,7.284478e+002,2.894047e+001,7.308771e+002,4.281490e+002
9.000000e+000,9.000000e+000,2.514933e+004,9.868693e+002,5.524388e+003,-1.119394e+004,3.068059e+002,-1.815722e+003,-1.410367e+002,6.952000e-001,1.150210e-003,9.531920e-002,5.629800e-004,8.072344e+002,1.032591e+003,2.798744e+001,7.181886e+002,3.938233e+002
9.000000e+000,9.000000e+000,2.669180e+004,8.611044e+002,4.960252e+003,-7.217298e+003,9.853796e+001,1.535720e+003,-9.580032e+001,4.472000e-001,-3.441400e-004,4.713000e-004,-2.748500e-004,8.035765e+002,9.153920e+002,2.764753e+001,7.066454e+002,4.317934e+002
9.000000e+000,9.000000e+000,2.568633e+004,8.265406e+002,5.136832e+003,-8.695929e+003,1.919429e+002,1.309455e+003,-1.062343e+002,6.952000e-001,6.835000e-005,3.712868e-002,2.414300e-004,1.050949e+003,1.032552e+003,2.937574e+001,6.182344e+002,4.200948e+002
9.000000e+000,9.000000e+000,2.569562e+004,9.017952e+002,5.035539e+003,-9.464118e+003,1.653680e+002,1.517658e+003,-1.103470e+002,6.588000e-001,4.253520e-003,5.146550e-002,1.640900e-004,7.589661e+002,7.482866e+002,2.916490e+001,6.584772e+002,4.297141e+002
5.000000e+000,9.000000e+000,2.473419e+004,1.589239e+003,5.692835e+003,-1.234162e+004,4.424587e+002,-1.600168e+003,-2.222985e+002,5.274000e-001,4.399700e-003,1.514044e-001,9.375900e-004,6.846807e+002,8.792152e+002,2.724362e+001,6.916504e+002,4.260018e+002
9.000000e+000,9.000000e+000,2.639664e+004,6.832783e+002,4.844103e+003,-8.521438e+003,9.739711e+001,1.574837e+003,-7.548672e+001,4.472000e-001,-1.995160e-003,2.339500e-004,-8.482800e-004,1.282573e+003,9.417816e+002,2.918253e+001,7.369495e+002,4.175886e+002
9.000000e+000,9.000000e+000,2.573198e+004,7.414835e+002,4.749693e+003,-7.265556e+003,8.827349e+001,1.489042e+003,-8.132005e+001,5.274000e-001,-1.283210e-003,1.273907e-002,-2.530800e-004,1.016381e+003,1.171689e+003,2.898989e+001,6.586619e+002,4.334830e+002
9.000000e+000,9.000000e+000,2.362213e+004,1.224991e+003,5.505424e+003,-1.130464e+004,2.657763e+002,-1.733454e+003,-1.427558e+002,6.588000e-001,2.703610e-003,1.492267e-001,2.476100e-004,6.846807e+002,9.716919e+002,2.468404e+001,6.916541e+002,4.302828e+002
9.000000e+000,9.000000e+000,2.506598e+004,7.564122e+002,5.054852e+003,-7.418130e+003,1.018051e+002,-1.393231e+003,-8.459192e+001,4.472000e-001,-7.645300e-004,1.323635e-002,-1.886800e-004,7.375091e+002,8.917285e+002,2.880654e+001,6.729128e+002,4.089274e+002
9.000000e+000,8.000000e+000,2.457977e+004,7.895414e+002,5.080132e+003,-7.318243e+003,9.754017e+001,1.668752e+003,-9.012386e+001,4.031000e-001,-2.705900e-004,1.249788e-002,-2.336900e-004,1.050949e+003,7.827374e+002,2.848071e+001,7.188063e+002,4.103296e+002
9.000000e+000,9.000000e+000,2.464280e+004,6.855205e+002,4.960505e+003,-7.574011e+003,9.969875e+001,-1.667706e+003,-7.130017e+001,6.952000e-001,-8.598300e-004,1.478312e-002,-7.492000e-004,8.182178e+002,1.108583e+003,2.790350e+001,8.233535e+002,4.343367e+002
9.000000e+000,9.000000e+000,2.525235e+004,7.839760e+002,4.952546e+003,-7.796299e+003,1.039930e+002,1.290099e+003,-8.805193e+001,6.588000e-001,-1.952620e-003,1.265781e-002,-2.244100e-004,8.072344e+002,1.171689e+003,2.810995e+001,7.047410e+002,3.712574e+002
9.000000e+000,9.000000e+000,2.504289e+004,1.305468e+003,5.353759e+003,-1.097337e+004,2.615160e+002,-1.664054e+003,-1.656715e+002,6.588000e-001,2.326360e-003,3.640051e-002,-1.528200e-004,7.040684e+002,1.033807e+003,2.756294e+001,7.046679e+002,4.210131e+002
9.000000e+000,9.000000e+000,2.449936e+004,8.435055e+002,5.845412e+003,-1.186879e+004,3.169417e+002,1.569710e+003,-1.038816e+002,4.031000e-001,1.086040e-003,4.570720e-002,-1.798500e-004,8.734489e+002,1.048439e+003,2.830849e+001,6.978094e+002,4.277009e+002
9.000000e+000,5.000000e+000,2.503544e+004,7.139712e+002,5.131257e+003,-9.098406e+003,9.979034e+001,1.850511e+003,-8.370255e+001,4.031000e-001,-2.295600e-004,2.624473e-002,-1.537300e-004,6.846807e+002,8.533060e+002,2.906369e+001,6.957928e+002,4.345447e+002
9.000000e+000,9.000000e+000,2.437836e+004,1.689746e+003,6.235831e+003,-1.345236e+004,4.845922e+002,-1.649805e+003,-2.419448e+002,6.588000e-001,4.424050e-003,1.503489e-001,5.494700e-004,7.326156e+002,7.827374e+002,2.559048e+001,6.700928e+002,4.047703e+002
9.000000e+000,9.000000e+000,2.471326e+004,7.044674e+002,4.887416e+003,-8.718297e+003,1.385116e+002,-1.473855e+003,-7.763995e+001,4.472000e-001,-5.700400e-004,-1.289000e-005,-7.892600e-004,8.891297e+002,1.096884e+003,2.807631e+001,6.442627e+002,4.160787e+002
9.000000e+000,9.000000e+000,2.449241e+004,7.602354e+002,5.257923e+003,-8.670190e+003,1.757092e+002,1.473223e+003,-8.261147e+001,6.952000e-001,-8.672300e-004,1.268587e-002,-2.194000e-004,1.038465e+003,7.184940e+002,2.813779e+001,7.300484e+002,3.986343e+002
9.000000e+000,9.000000e+000,2.643937e+004,1.661503e+003,5.760988e+003,-1.112667e+004,3.836909e+002,1.636827e+003,-2.316101e+002,5.274000e-001,1.996840e-003,4.502386e-002,5.858500e-004,9.736336e+002,9.316318e+002,2.974250e+001,7.068044e+002,4.299109e+002
5.000000e+000,9.000000e+000,2.442593e+004,1.374905e+003,5.966877e+003,-1.297175e+004,4.711665e+002,1.530918e+003,-2.317545e+002,5.274000e-001,2.684700e-004,9.465300e-002,8.150900e-004,8.559048e+002,9.896283e+002,2.670890e+001,7.175807e+002,4.254944e+002
9.000000e+000,6.000000e+000,2.553723e+004,9.193583e+002,5.357074e+003,-9.189688e+003,1.208623e+002,1.560567e+003,-1.146474e+002,6.952000e-001,4.336780e-003,4.770899e-002,7.502000e-005,1.084262e+003,9.772425e+002,2.964084e+001,6.472993e+002,4.310499e+002
9.000000e+000,9.000000e+000,2.364553e+004,8.477377e+002,5.283025e+003,-9.925769e+003,1.547988e+002,1.707416e+003,-1.099705e+002,4.031000e-001,-3.335000e-005,1.500346e-002,-2.672000e-004,9.362801e+002,7.239269e+002,2.773625e+001,7.165942e+002,4.249688e+002
9.000000e+000,9.000000e+000,2.493527e+004,8.965539e+002,5.331170e+003,-9.256386e+003,1.793210e+002,-1.632967e+003,-1.128201e+002,5.274000e-001,-6.517500e-004,3.680599e-002,7.502000e-005,9.037906e+002,9.906384e+002,2.968755e+001,6.669390e+002,4.035667e+002
9.000000e+000,9.000000e+000,2.453652e+004,1.240564e+003,5.114935e+003,-8.973708e+003,1.952117e+002,1.550899e+003,-1.413027e+002,4.031000e-001,-4.747000e-005,1.543806e-002,-2.337400e-004,1.014753e+003,8.801959e+002,2.630797e+001,7.559491e+002,4.186039e+002
9.000000e+000,9.000000e+000,2.464280e+004,7.192181e+002,5.232822e+003,-9.754296e+003,9.769361e+001,-1.556642e+003,-7.961152e+001,6.952000e-001,-6.305000e-005,4.377077e-002,-9.667000e-005,8.555714e+002,8.606218e+002,2.804675e+001,7.547052e+002,4.035667e+002
9.000000e+000,9.000000e+000,2.548115e+004,1.462780e+003,5.966877e+003,-1.146988e+004,3.854171e+002,-1.431425e+003,-2.161859e+002,4.472000e-001,2.257450e-003,5.049479e-002,6.073700e-004,9.279346e+002,9.362801e+002,2.848071e+001,7.231605e+002,4.110797e+002
9.000000e+000,9.000000e+000,2.534112e+004,7.867538e+002,4.958379e+003,-7.530954e+003,1.233020e+002,1.480450e+003,-8.687523e+001,4.031000e-001,7.293000e-005,4.510320e-002,1.337600e-004,9.169904e+002,8.368897e+002,2.942618e+001,8.336720e+002,4.217319e+002
9.000000e+000,9.000000e+000,2.497423e+004,7.708981e+002,5.283857e+003,-8.574519e+003,1.107511e+002,-1.693728e+003,-8.139601e+001,6.588000e-001,3.075700e-004,2.596408e-002,9.169000e-005,8.559048e+002,9.037906e+002,2.704844e+001,7.048181e+002,4.057626e+002
9.000000e+000,9.000000e+000,2.342327e+004,8.952014e+002,5.566261e+003,-1.140592e+004,2.751245e+002,-1.629001e+003,-1.201056e+002,5.274000e-001,5.111000e-004,4.704320e-002,2.665600e-004,7.701653e+002,9.153920e+002,2.558299e+001,6.741390e+002,4.348810e+002
9.000000e+000,9.000000e+000,2.457167e+004,8.236949e+002,5.273495e+003,-1.157173e+004,2.308717e+002,1.630613e+003,-9.163283e+001,6.588000e-001,7.551200e-004,4.066965e-002,-1.871100e-004,6.943795e+002,8.072344e+002,2.898708e+001,7.909473e+002,4.249688e+002
9.000000e+000,9.000000e+000,2.538738e+004,1.527500e+003,5.719378e+003,-1.196066e+004,3.972773e+002,-1.894322e+003,-1.757427e+002,5.274000e-001,2.050160e-003,4.819514e-002,2.514600e-004,8.072344e+002,7.273396e+002,2.977497e+001,7.753426e+002,4.244219e+002
9.000000e+000,9.000000e+000,2.637565e+004,8.006688e+002,5.561798e+003,-1.126026e+004,2.818407e+002,1.589486e+003,-1.027052e+002,4.472000e-001,9.559900e-004,4.722137e-002,1.313300e-004,7.880526e+002,7.524446e+002,2.946966e+001,6.169431e+002,4.192551e+002
9.000000e+000,9.000000e+000,2.630927e+004,1.552222e+003,5.556250e+003,-1.221710e+004,3.832882e+002,-1.666551e+003,-1.946691e+002,6.588000e-001,-3.306200e-004,4.471193e-002,1.985500e-004,8.916500e+002,8.792152e+002,2.984847e+001,6.843090e+002,4.284703e+002
9.000000e+000,9.000000e+000,2.607355e+004,9.392126e+002,5.170502e+003,-8.677722e+003,2.731670e+002,1.514046e+003,-1.189992e+002,4.472000e-001,2.211780e-003,4.760482e-002,5.814100e-004,1.032552e+003,8.966220e+002,2.934842e+001,7.103113e+002,4.323523e+002
9.000000e+000,9.000000e+000,2.530556e+004,1.716757e+003,6.323911e+003,-1.378283e+004,4.866880e+002,-1.667578e+003,-2.406775e+002,6.952000e-001,4.395120e-003,1.500475e-001,5.574500e-004,8.072344e+002,1.339451e+003,2.919473e+001,6.425828e+002,3.878036e+002
9.000000e+000,9.000000e+000,2.538738e+004,8.568519e+002,5.398625e+003,-1.110751e+004,2.023475e+002,1.231301e+003,-1.092509e+002,4.031000e-001,-8.660000e-004,3.743017e-002,1.241600e-004,8.072344e+002,9.888438e+002,2.998509e+001,7.351204e+002,4.193575e+002
9.000000e+000,9.000000e+000,2.585506e+004,8.923763e+002,5.683359e+003,-9.850843e+003,2.308717e+002,-1.620860e+003,-1.053546e+002,4.472000e-001,3.989200e-003,4.610858e-002,1.846800e-004,9.213446e+002,1.131109e+003,2.974471e+001,7.009949e+002,4.319538e+002
9.000000e+000,9.000000e+000,2.596866e+004,7.584102e+002,4.931687e+003,-9.142785e+003,1.497494e+002,-1.602242e+003,-8.253938e+001,4.031000e-001,-7.454800e-004,2.566187e-002,-1.668000e-004,7.910927e+002,9.984150e+002,2.999953e+001,6.417830e+002,4.269013e+002
9.000000e+000,9.000000e+000,2.527751e+004,7.794166e+002,4.880248e+003,-7.173224e+003,9.513914e+001,-1.565709e+003,-8.253938e+001,4.031000e-001,-3.099000e-004,1.256856e-002,-1.142900e-004,9.362801e+002,7.121687e+002,2.980818e+001,6.913713e+002,3.892939e+002
9.000000e+000,9.000000e+000,2.501571e+004,8.646749e+002,5.335900e+003,-9.885356e+003,1.668503e+002,-1.445455e+003,-9.770325e+001,5.274000e-001,3.996370e-003,2.443346e-002,1.218800e-004,9.133423e+002,1.032591e+003,2.765000e+001,6.407352e+002,4.196245e+002
9.000000e+000,9.000000e+000,2.544007e+004,1.203190e+003,5.252078e+003,-9.983875e+003,1.957838e+002,-1.439455e+003,-1.582103e+002,6.588000e-001,8.307900e-004,2.052475e-002,-1.983200e-004,7.035585e+002,1.096884e+003,2.996092e+001,7.410185e+002,4.290270e+002
9.000000e+000,9.000000e+000,2.500390e+004,9.464526e+002,5.698775e+003,-1.077300e+004,2.231686e+002,-1.278154e+003,-1.150229e+002,4.031000e-001,-1.824000e-005,4.118397e-002,1.197300e-004,7.524446e+002,8.642993e+002,2.964084e+001,7.188143e+002,4.263968e+002
9.000000e+000,9.000000e+000,2.417962e+004,1.381344e+003,5.618406e+003,-1.159238e+004,2.408165e+002,-1.390870e+003,-1.778675e+002,6.952000e-001,4.205680e-003,5.146550e-002,-1.342500e-004,8.072344e+002,7.536018e+002,2.848071e+001,6.555026e+002,4.332062e+002
9.000000e+000,9.000000e+000,2.496972e+004,1.355187e+003,5.470468e+003,-1.106176e+004,2.249717e+002,-1.542979e+003,-1.820769e+002,4.472000e-001,2.115720e-003,1.499343e-001,6.985100e-004,7.420496e+002,7.461193e+002,2.933687e+001,7.130865e+002,4.194736e+002
7.000000e+000,9.000000e+000,2.465674e+004,1.000537e+003,5.238138e+003,-8.876813e+003,2.231686e+002,1.489042e+003,-1.376024e+002,4.472000e-001,1.376100e-004,2.438451e-002,2.252600e-004,7.284478e+002,8.764399e+002,2.920495e+001,7.224351e+002,3.871853e+002
9.000000e+000,9.000000e+000,2.458348e+004,9.439968e+002,5.305178e+003,-9.078061e+003,1.922004e+002,1.511329e+003,-1.335950e+002,5.274000e-001,1.336160e-003,2.048384e-002,-2.350100e-004,1.115428e+003,8.792152e+002,2.818066e+001,6.988484e+002,4.338890e+002
9.000000e+000,9.000000e+000,2.483756e+004,9.063333e+002,5.384238e+003,-1.092733e+004,2.317252e+002,-1.601763e+003,-1.187901e+002,4.031000e-001,2.483230e-003,4.187041e-002,1.012500e-004,7.590739e+002,1.049115e+003,2.908702e+001,7.239415e+002,4.346222e+002
9.000000e+000,9.000000e+000,2.543666e+004,1.187784e+003,5.856384e+003,-1.174258e+004,3.740484e+002,-1.520346e+003,-1.479608e+002,5.274000e-001,5.343600e-004,3.742103e-002,9.101000e-005,1.032552e+003,7.918380e+002,2.866313e+001,7.478699e+002,4.155273e+002
9.000000e+000,9.000000e+000,2.501236e+004,1.222389e+003,5.086806e+003,-1.008823e+004,1.652129e+002,-1.470340e+003,-1.422591e+002,4.472000e-001,1.941990e-003,5.280459e-002,2.096100e-004,1.015920e+003,9.983954e+002,2.908066e+001,7.955732e+002,3.962716e+002
5.000000e+000,9.000000e+000,2.530556e+004,7.116875e+002,5.633536e+003,-9.311888e+003,2.272859e+002,-1.477881e+003,-8.665539e+001,4.472000e-001,-5.452000e-005,4.054253e-002,7.180000e-005,7.524446e+002,8.060968e+002,2.881638e+001,7.562558e+002,4.176269e+002
9.000000e+000,9.000000e+000,2.433483e+004,9.477174e+002,6.074643e+003,-1.289297e+004,3.779225e+002,1.277258e+003,-1.766618e+002,4.472000e-001,4.406380e-003,5.160837e-002,4.774600e-004,1.131109e+003,1.038975e+003,2.815190e+001,6.714646e+002,3.875191e+002
9.000000e+000,9.000000e+000,2.530450e+004,1.013665e+003,5.743687e+003,-1.183631e+004,3.885925e+002,1.586014e+003,-1.793366e+002,4.472000e-001,4.395120e-003,1.508219e-001,8.777700e-004,9.458612e+002,7.164052e+002,2.813779e+001,7.181886e+002,4.317934e+002
9.000000e+000,9.000000e+000,2.630223e+004,6.776373e+002,5.397067e+003,-1.083717e+004,1.936035e+002,1.590603e+003,-7.791272e+001,4.472000e-001,-5.219200e-004,1.540303e-002,-2.560400e-004,1.146133e+003,1.085527e+003,2.904135e+001,6.773470e+002,4.207840e+002
9.000000e+000,9.000000e+000,2.525140e+004,1.310165e+003,6.320246e+003,-1.325765e+004,4.020922e+002,-1.467083e+003,-1.932336e+002,4.472000e-001,4.039700e-004,9.626156e-002,7.497100e-004,9.647292e+002,1.069199e+003,2.674180e+001,6.845334e+002,3.878036e+002
9.000000e+000,9.000000e+000,2.643671e+004,6.776373e+002,4.676058e+003,-7.069167e+003,8.449722e+001,-1.905405e+003,-7.136067e+001,6.588000e-001,-6.393900e-004,6.600000e-006,-7.569900e-004,7.741958e+002,7.145714e+002,2.964084e+001,6.615247e+002,4.250190e+002
9.000000e+000,9.000000e+000,2.368956e+004,8.803679e+002,5.107405e+003,-8.726827e+003,1.349235e+002,-1.627817e+003,-9.381824e+001,6.588000e-001,1.091000e-003,2.591369e-002,-1.479900e-004,7.575833e+002,8.843245e+002,2.725514e+001,6.499274e+002,4.347432e+002
9.000000e+000,9.000000e+000,2.399545e+004,8.578201e+002,5.478622e+003,-1.155564e+004,3.652624e+002,1.219033e+003,-1.131525e+002,6.952000e-001,4.250690e-003,1.493268e-001,8.145800e-004,9.006035e+002,9.708583e+002,2.700179e+001,6.777388e+002,4.020313e+002
9.000000e+000,9.000000e+000,2.655126e+004,1.009150e+003,6.204521e+003,-1.313002e+004,3.870672e+002,1.621303e+003,-1.714699e+002,6.588000e-001,4.224850e-003,1.503165e-001,5.969700e-004,9.556090e+002,1.115428e+003,2.967954e+001,7.732722e+002,4.323523e+002
9.000000e+000,9.000000e+000,2.581409e+004,8.477377e+002,5.703453e+003,-1.159099e+004,2.697579e+002,-1.589863e+003,-1.187901e+002,4.031000e-001,4.250690e-003,4.707874e-002,1.836100e-004,9.411050e+002,1.282573e+003,2.959673e+001,6.378925e+002,4.317934e+002
9.000000e+000,9.000000e+000,2.479534e+004,9.846962e+002,5.352538e+003,-1.101046e+004,3.155782e+002,1.647732e+003,-1.805049e+002,6.952000e-001,-1.313600e-004,3.680599e-002,2.252600e-004,8.503444e+002,9.077231e+002,2.599888e+001,6.559713e+002,3.839889e+002
9.000000e+000,9.000000e+000,2.486129e+004,8.231558e+002,5.178210e+003,-7.627436e+003,1.387644e+002,-1.489005e+003,-9.707176e+001,6.952000e-001,-4.587600e-004,4.768525e-002,3.340100e-004,9.362801e+002,7.524446e+002,2.772687e+001,7.273024e+002,4.238206e+002
9.000000e+000,9.000000e+000,2.584098e+004,8.477377e+002,4.873857e+003,-7.297330e+003,1.070929e+002,1.359431e+003,-9.837025e+001,4.472000e-001,-7.810000e-006,1.479984e-002,-2.173000e-004,7.575833e+002,8.721740e+002,2.877778e+001,6.559003e+002,3.965400e+002
9.000000e+000,9.000000e+000,2.373408e+004,7.477862e+002,4.701322e+003,-7.082596e+003,8.971439e+001,1.287711e+003,-7.548672e+001,4.031000e-001,-1.055300e-004,1.497009e-002,-1.561400e-004,1.049115e+003,8.060968e+002,2.578507e+001,6.955427e+002,4.244219e+002
9.000000e+000,9.000000e+000,2.363013e+004,1.270515e+003,5.541365e+003,-9.457608e+003,2.789997e+002,-1.294883e+003,-1.623772e+002,4.472000e-001,6.856000e-004,4.679937e-002,2.826200e-004,7.827374e+002,9.534614e+002,2.440926e+001,7.794469e+002,4.156333e+002
9.000000e+000,9.000000e+000,2.473419e+004,1.496386e+003,6.090848e+003,-1.337056e+004,4.757285e+002,-1.764057e+003,-2.280210e+002,5.274000e-001,4.024600e-004,5.165489e-002,5.351400e-004,7.524446e+002,1.032552e+003,2.798744e+001,6.846561e+002,4.170912e+002
9.000000e+000,9.000000e+000,2.457167e+004,8.094491e+002,4.844103e+003,-7.269350e+003,9.742103e+001,1.647723e+003,-9.491298e+001,6.952000e-001,-9.123200e-004,1.142245e-002,-1.583700e-004,1.033807e+003,7.741958e+002,2.813779e+001,7.320156e+002,4.109312e+002
9.000000e+000,9.000000e+000,2.489807e+004,7.591379e+002,4.812676e+003,-9.105741e+003,9.742103e+001,1.617720e+003,-8.532787e+001,4.031000e-001,-2.390800e-003,6.393700e-004,-2.582500e-004,9.948945e+002,9.037906e+002,2.859047e+001,7.251099e+002,4.255313e+002
9.000000e+000,9.000000e+000,2.437836e+004,7.854911e+002,5.021020e+003,-7.625141e+003,8.984798e+001,-1.711832e+003,-9.369892e+001,5.274000e-001,-1.067300e-004,1.981147e-002,-1.961100e-004,8.917285e+002,9.833128e+002,2.592800e+001,7.234995e+002,4.043882e+002
9.000000e+000,9.000000e+000,2.278524e+004,1.288378e+003,5.252078e+003,-8.974969e+003,2.408165e+002,-1.589432e+003,-1.303109e+002,5.274000e-001,4.511260e-003,9.463346e-002,2.599000e-004,1.282573e+003,8.689084e+002,2.549306e+001,7.388971e+002,3.872108e+002
9.000000e+000,9.000000e+000,2.403557e+004,7.798284e+002,4.980816e+003,-7.750884e+003,1.190355e+002,-1.482592e+003,-8.630575e+001,4.031000e-001,2.300600e-004,1.466318e-002,-6.744000e-005,8.164625e+002,9.869020e+002,2.623761e+001,7.067316e+002,4.207840e+002
9.000000e+000,9.000000e+000,2.527331e+004,8.861865e+002,5.458508e+003,-9.852464e+003,2.095580e+002,1.590847e+003,-1.160995e+002,6.588000e-001,8.812000e-005,2.642323e-002,-1.034800e-004,8.803626e+002,8.841872e+002,2.828082e+001,7.083602e+002,4.318832e+002
9.000000e+000,9.000000e+000,2.397298e+004,8.114945e+002,4.742763e+003,-7.159829e+003,9.158549e+001,1.603251e+003,-8.378993e+001,4.472000e-001,-1.554000e-004,2.184210e-002,-2.152600e-004,7.119432e+002,9.254241e+002,2.789562e+001,7.334165e+002,4.193415e+002
9.000000e+000,9.000000e+000,2.550955e+004,7.774667e+002,5.271569e+003,-1.167696e+004,3.037866e+002,1.340694e+003,-1.028026e+002,6.952000e-001,2.132760e-003,5.115043e-002,4.392600e-004,1.085527e+003,8.843245e+002,2.972812e+001,6.307806e+002,4.318243e+002
9.000000e+000,9.000000e+000,2.574894e+004,7.768763e+002,5.271181e+003,-8.569753e+003,1.325000e+002,1.227339e+003,-8.889097e+001,5.274000e-001,-9.013500e-004,2.050849e-002,-1.895900e-004,6.846807e+002,9.906384e+002,2.971408e+001,7.361137e+002,4.308871e+002
9.000000e+000,9.000000e+000,2.550104e+004,9.268905e+002,4.907436e+003,-8.715069e+003,9.969875e+001,-1.726713e+003,-1.271878e+002,5.274000e-001,-1.471100e-004,1.542710e-002,-2.337400e-004,1.085527e+003,8.934643e+002,2.992266e+001,6.686716e+002,4.268218e+002
9.000000e+000,9.000000e+000,2.528350e+004,7.664639e+002,4.926306e+003,-7.180498e+003,9.270730e+001,-1.682961e+003,-7.892948e+001,4.472000e-001,-5.201200e-004,1.349093e-002,-2.173000e-004,1.171689e+003,9.476852e+002,2.976425e+001,6.898872e+002,4.338018e+002
9.000000e+000,9.000000e+000,2.449754e+004,6.979088e+002,4.887416e+003,-7.495229e+003,8.747839e+001,1.619992e+003,-6.936597e+001,6.588000e-001,3.471600e-004,2.131873e-002,-2.293600e-004,7.701653e+002,9.006035e+002,2.689794e+001,7.295862e+002,4.159492e+002
9.000000e+000,9.000000e+000,2.373408e+004,7.895414e+002,5.211172e+003,-7.746272e+003,1.370960e+002,-1.815722e+003,-8.391350e+001,6.588000e-001,1.593500e-004,2.097874e-002,-1.877700e-004,9.468223e+002,9.772425e+002,2.552395e+001,7.105218e+002,4.323087e+002
9.000000e+000,9.000000e+000,2.313814e+004,9.151919e+002,4.931315e+003,-7.512591e+003,1.030887e+002,-1.379505e+003,-9.094464e+001,6.588000e-001,1.918050e-003,2.498516e-002,-1.583700e-004,7.575833e+002,9.458612e+002,2.551209e+001,6.627901e+002,4.057109e+002
9.000000e+000,9.000000e+000,2.496240e+004,8.337245e+002,5.335541e+003,-9.486563e+003,2.265580e+002,1.606946e+003,-9.402815e+001,6.588000e-001,4.344250e-003,4.482597e-002,1.836100e-004,9.869020e+002,7.841790e+002,2.906369e+001,6.367755e+002,3.858544e+002
9.000000e+000,4.000000e+000,2.410463e+004,8.979999e+002,5.403239e+003,-9.782604e+003,2.597880e+002,1.332172e+003,-1.332356e+002,4.031000e-001,-1.358300e-004,4.504721e-002,2.229700e-004,9.312198e+002,9.896283e+002,2.470448e+001,7.138101e+002,4.089268e+002
5.000000e+000,9.000000e+000,2.672026e+004,1.539462e+003,5.836378e+003,-1.190597e+004,3.704659e+002,-1.633405e+003,-1.878728e+002,6.952000e-001,-7.083000e-005,9.475154e-002,3.716900e-004,7.119432e+002,1.015920e+003,2.950739e+001,7.388971e+002,4.278847e+002
9.000000e+000,9.000000e+000,2.580676e+004,8.356924e+002,6.130505e+003,-1.183582e+004,3.643044e+002,-1.409799e+003,-1.119952e+002,5.274000e-001,2.501070e-003,5.122958e-002,7.963200e-004,9.925605e+002,1.161588e+003,2.907050e+001,6.774931e+002,4.257387e+002
9.000000e+000,9.000000e+000,2.556956e+004,9.426375e+002,5.611839e+003,-1.080394e+004,3.118673e+002,-1.659070e+003,-1.467216e+002,4.031000e-001,2.192530e-003,5.162206e-002,5.275900e-004,8.027822e+002,7.524446e+002,2.999843e+001,7.005565e+002,4.233238e+002
9.000000e+000,9.000000e+000,2.490183e+004,1.569083e+003,5.642444e+003,-1.179164e+004,3.652624e+002,1.213287e+003,-1.895820e+002,5.274000e-001,4.643340e-003,5.204275e-002,4.581200e-004,1.088626e+003,9.321907e+002,2.949008e+001,6.667752e+002,4.170912e+002
9.000000e+000,9.000000e+000,2.592955e+004,8.227791e+002,4.929582e+003,-9.145167e+003,9.604987e+001,1.642244e+003,-1.009897e+002,5.274000e-001,-5.246200e-004,1.278539e-002,-2.560600e-004,1.049115e+003,1.131109e+003,2.998509e+001,7.829307e+002,4.256928e+002
6.000000e+000,9.000000e+000,2.520848e+004,8.622724e+002,5.263310e+003,-9.463546e+003,1.779841e+002,1.592999e+003,-1.148054e+002,4.031000e-001,9.989700e-004,3.758953e-002,4.185300e-004,6.999692e+002,8.082641e+002,2.923618e+001,7.091793e+002,4.196442e+002
9.000000e+000,9.000000e+000,2.372289e+004,9.371074e+002,6.032169e+003,-1.104717e+004,1.890574e+002,-1.706268e+003,-1.110363e+002,4.031000e-001,1.067180e-003,4.111106e-002,-3.474000e-005,8.533060e+002,1.085527e+003,2.693116e+001,7.302717e+002,4.020313e+002
